Rank	score	Perturbation	Perturbation LIFE URL	Perturbation PubChem URL	Perturbation DrugBank URL	Cell-line	Dose	Time	Signature URL
35	0.1481	NVP-AUY922	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K65182930	None	None	HA1E	0.37um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP005_HA1E_24H:BRD-K65182930:0.37
36	0.1481	I-BET151	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K36363294	None	None	HEPG2	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP008_HEPG2_24H:BRD-K36363294:10
37	0.1481	torin-1	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K40175214	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=49836027	None	A375	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_A375_24H:BRD-K40175214:1.11
38	0.1481	QL-X-138	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K72636697	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=73707530	None	A375	3.33um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_A375_24H:BRD-K72636697:3.33
39	0.1481	NVP-TAE684	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K50140147	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16038120	None	A549	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_A549_24H:BRD-K50140147:10
40	0.1481	radicicol	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A39996500	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311380	None	HA1E	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_HA1E_24H:BRD-A39996500:1.11
41	0.1481	PD-0325901	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K49865102	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9826528	None	HEPG2	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_HEPG2_24H:BRD-K49865102:10
42	0.1481	QL-XII-47	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K99252563	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71748056	None	LNCAP	3.33um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_LNCAP_24H:BRD-K99252563:3.33
43	0.1481	JNK-9L	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K19220233	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=59588070	None	SKBR3	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_SKBR3_24H:BRD-K19220233:1.11
44	0.1481	BI-2536	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K64890080	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11364421	None	SKBR3	3.33um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_SKBR3_24H:BRD-K64890080:3.33
45	0.1481	NVP-BGT226	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K29415052	None	None	A375	0.12um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP007_A375_24H:BRD-K29415052:0.12
46	0.1111	BRD-K10136726	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K10136726	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16760682	None	HCC515	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HCC515_6H:BRD-K10136726:10.0
47	0.1111	Homoharringtonine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K76674262	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=285033	None	HCC515	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HCC515_6H:BRD-K76674262:10.0
48	0.1111	Sertaconazole nitrate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A95939040	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=65863	http://www.drugbank.ca/drugs/DB01153	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_VCAP_24H:BRD-A95939040:10.0
49	0.1111	L-689,560	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K74284736	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6604749	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_VCAP_24H:BRD-K74284736:10.0
50	0.1111	AG 18	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K49657628	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2052	None	HCC515	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HCC515_24H:BRD-K49657628:10.0
