Rank	score	Perturbation	Perturbation LIFE URL	Perturbation PubChem URL	Perturbation DrugBank URL	Cell-line	Dose	Time	Signature URL
17	0.2857	geldanamycin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19500257	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=13017911	None	NEU	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC012_NEU_24H:BRD-A19500257:10.0
18	0.2857	BRD-K74797618	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K74797618	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72947407	None	NPC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC012_NPC_24H:BRD-K74797618:10.0
19	0.2857	S1057	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K15600710	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11404337	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC013_MCF7_24H:BRD-K15600710:10.0
20	0.2857	S1003	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K99749624	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11485656	None	A549	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC014_A549_6H:BRD-K99749624:10.0
21	0.2857	EI-215	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K40255344	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5614	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC014_MCF7_24H:BRD-K40255344:10.0
22	0.2857	GR-103	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K89085489	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5288209	None	NPC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC014_NPC_24H:BRD-K89085489:10.0
23	0.2857	EI-293	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A18497530	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=1830	None	SKB	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC014_SKB_24H:BRD-A18497530:10.0
24	0.2857	BRD-K39987650	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K39987650	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2391	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC015_MCF7_24H:BRD-K39987650:10.0
25	0.2857	BRD-A29082194	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A29082194	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11012	None	SKB	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC018_SKB_24H:BRD-A29082194:10.0
26	0.2857	torin-2	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K68174511	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=51358113	None	A549	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP005_A549_24H:BRD-K68174511:1.11
27	0.2857	dabrafenib	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K09951645	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44462760	None	HT29	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP009_HT29_24H:BRD-K09951645:10
28	0.2857	SB-203580	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A37704979	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=176155	None	HEPG2	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP009_HEPG2_24H:BRD-A37704979:10
29	0.2857	CGK-733	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A50737080	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6605258	None	PC3	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP008_PC3_24H:BRD-A50737080:10
30	0.2857	PD-0325901	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K49865102	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9826528	None	HT29	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP008_HT29_24H:BRD-K49865102:1.11
31	0.2857	PD-184352	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K05104363	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6918454	None	HT29	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP005_HT29_24H:BRD-K05104363:1.11
32	0.2857	GDC-0941	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K52911425	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=17755052	None	A375	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_A375_24H:BRD-K52911425:10
33	0.2857	GSK-2126458	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K42918627	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52914946	None	A375	0.37um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_A375_24H:BRD-K42918627:0.37
34	0.2857	GSK-2126458	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K42918627	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52914946	None	A375	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_A375_24H:BRD-K42918627:1.11
35	0.2857	palbociclib	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K51313569	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5330286	None	HME1	0.37um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_HME1_24H:BRD-K51313569:0.37
36	0.2857	alvocidib	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K87909389	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5287969	None	HS578T	3.33um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_HS578T_24H:BRD-K87909389:3.33
37	0.2857	BMS-387032	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K43389698	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3025986	None	HS578T	3.33um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_HS578T_24H:BRD-K43389698:3.33
38	0.2857	AZD-5438	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K72414522	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16747683	None	MCF10A	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_MCF10A_24H:BRD-K72414522:10
39	0.2857	NVP-BGT226	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K29415052	None	None	A375	0.12um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP007_A375_24H:BRD-K29415052:0.12
40	0.2857	NVP-BGT226	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K29415052	None	None	HT29	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP007_HT29_24H:BRD-K29415052:1.11
41	0.2143	ER 27319 maleate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K11927976	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9799509	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_6H:BRD-K11927976:10.0
42	0.2143	SARMENTOGENIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A89434049	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6708600	None	PC3	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_PC3_24H:BRD-A89434049:10.0
43	0.2143	JAK3 Inhibitor VI	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04546108	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9947841	None	PC3	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_PC3_6H:BRD-K04546108:10.0
44	0.2143	cyclosporin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A38030642	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16404350	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_VCAP_24H:BRD-A38030642:10.0
45	0.2143	Z-Leu3-VS	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K15935639	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5497183	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_VCAP_24H:BRD-K15935639:10.0
46	0.2143	CYMARIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A71459254	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6708764	None	PC3	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_PC3_24H:BRD-A71459254:10.0
47	0.2143	Parthenolide	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K98548675	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6473881	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_VCAP_24H:BRD-K98548675:10.0
48	0.2143	SULPIRIDE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A10715913	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4018928	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_VCAP_24H:BRD-A10715913:10.0
49	0.2143	Nizatidine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K46652470	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5353831	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_VCAP_24H:BRD-K46652470:10.0
50	0.2143	geldanamycin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19500257	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=13017911	None	A375	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_A375_6H:BRD-A19500257:10.0
