Rank	score	Perturbation	Perturbation LIFE URL	Perturbation PubChem URL	Perturbation DrugBank URL	Cell-line	Dose	Time	Signature URL
15	0.2500	BRD-K10136726	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K10136726	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16760682	None	HCC515	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HCC515_6H:BRD-K10136726:10.0
16	0.2500	cyclosporin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A38030642	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16404350	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_VCAP_24H:BRD-A38030642:10.0
17	0.2500	CPT 11	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K08547377	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=23581792	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HA1E_24H:BRD-K08547377:10.0
18	0.2500	PD 198306	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K88677950	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9956637	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HA1E_24H:BRD-K88677950:10.0
19	0.2500	VINBLASTINE SULFATE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A55594068	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6710780	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_24H:BRD-A55594068:10.0
20	0.2500	CCCP	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K15616905	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2603	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_24H:BRD-K15616905:10.0
21	0.2500	geldanamycin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19500257	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=13017911	None	A375	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_A375_6H:BRD-A19500257:10.0
22	0.2500	AG 957	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K36737713	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2064	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-K36737713:10.0
23	0.2500	Rottlerin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K39256324	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5281847	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-K39256324:10.0
24	0.2500	OXIBENDAZOLE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K52075715	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4622	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-K52075715:10.0
25	0.2500	MENADIONE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K78126613	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4055	http://www.drugbank.ca/drugs/DB00170	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-K78126613:10.0
26	0.2500	MITOTANE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A31204924	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4211	http://www.drugbank.ca/drugs/DB00648	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_6H:BRD-A31204924:10.0
27	0.2500	MELOXICAM SODIUM	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A84174393	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10291556	None	HCC515	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HCC515_24H:BRD-A84174393:10.0
28	0.2500	Methyl 2,5-dihydroxycinnamate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K88741031	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5353609	None	HCC515	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HCC515_24H:BRD-K88741031:10.0
29	0.2500	wortmannin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A75409952	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5691	None	HEPG2	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HEPG2_6H:BRD-A75409952:10.0
30	0.2500	Pifithrin- ?	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K96799727	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=327653	None	VCAP	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_VCAP_6H:BRD-K96799727:10.0
31	0.2500	Budesonide	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A82238138	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2462	None	HCC515	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC005_HCC515_6H:BRD-A82238138:10.0
32	0.2500	Ingenol 3, 20-dibenzoate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A52650764	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5225086	None	A549	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_A549_6H:BRD-A52650764:10.0
33	0.2500	Valdecoxib	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K12994359	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=119607	None	CL34	177.6um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_CL34_6H:BRD-K12994359:177.6
34	0.2500	MK-0591	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K39503511	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=60923	None	HA1E	80.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HA1E_24H:BRD-K39503511:80.0
35	0.2500	ZM 336372	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K73789395	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5730	None	HA1E	102.71um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HA1E_24H:BRD-K73789395:102.71
36	0.2500	CHR 2797	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K92241597	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=15547703	None	HA1E	80.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HA1E_24H:BRD-K92241597:80.0
37	0.2500	Chemistry 2804	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K74402642	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6477762	None	HCC15	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HCC15_6H:BRD-K74402642:10.0
38	0.2500	ARP 101	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K73395020	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11292680	None	HCC515	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HCC515_24H:BRD-K73395020:10.0
39	0.2500	Importazole	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A02481876	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2949965	None	HCT116	60.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HCT116_6H:BRD-A02481876:60.0
40	0.2500	Bay 11-7821	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K15025317	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5353431	None	HCT116	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HCT116_6H:BRD-K15025317:10.0
41	0.2500	Parthenolide	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K98548675	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6473881	None	HCT116	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HCT116_6H:BRD-K98548675:10.0
42	0.2500	CT-200783	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K02822062	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=73707405	None	JHUEM2	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_JHUEM2_6H:BRD-K02822062:10.0
43	0.2500	TL_HRAS26	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K01877528	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=49766530	None	LOVO	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_LOVO_6H:BRD-K01877528:10.0
44	0.2500	Salermide	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A67788537	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=42626405	None	MCF7	120.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_24H:BRD-A67788537:120.0
45	0.2500	CT-200783	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K02822062	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=73707405	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_24H:BRD-K02822062:10.0
46	0.2500	PNU 74654	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K30707190	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9836739	None	MCF7	80.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_24H:BRD-K30707190:80.0
47	0.2500	BRD-K43620258	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K43620258	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16747776	None	MCF7	80.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_24H:BRD-K43620258:80.0
48	0.2500	BRD-K86574132	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K86574132	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7326481	None	MCF7	48.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_24H:BRD-K86574132:48.0
49	0.2500	PLX-4032	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K56343971	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=42611257	None	NCIH2073	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_NCIH2073_6H:BRD-K56343971:10.0
50	0.2500	ABT-888 (Veliparib)	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K87142802	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11960529	None	NCIH508	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_NCIH508_6H:BRD-K87142802:10.0
