Rank	score	Perturbation	Perturbation LIFE URL	Perturbation PubChem URL	Perturbation DrugBank URL	Cell-line	Dose	Time	Signature URL
24	0.1786	Ingenol 3, 20-dibenzoate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A52650764	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5225086	None	CL34	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_CL34_6H:BRD-A52650764:10.0
25	0.1786	BRD-K53414658	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K53414658	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9911830	None	H1299	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_H1299_6H:BRD-K53414658:10.0
26	0.1786	FK506	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K08845546	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=24140138	None	HT115	22.2um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HT115_6H:BRD-K08845546:22.2
27	0.1786	piperlongumine (HPLC)	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K24132293	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=637858	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_24H:BRD-K24132293:10.0
28	0.1786	Chemistry 2804	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K74402642	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6477762	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_24H:BRD-K74402642:10.0
29	0.1786	MLN2238	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K78659596	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25183872	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_24H:BRD-K78659596:10.0
30	0.1786	PROSTAGLANDIN A1	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04010869	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5281912	None	NCIH1694	1.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_NCIH1694_6H:BRD-K04010869:1.0
31	0.1786	IMD 0354	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K74305673	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5081913	None	NCIH1694	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_NCIH1694_6H:BRD-K74305673:10.0
32	0.1786	METHYLENE BLUE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K16406336	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4139	None	OV7	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_OV7_6H:BRD-K16406336:10.0
33	0.1786	Tyrphostin AG 1478	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K68336408	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2051	None	PL21	56.78um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_PL21_6H:BRD-K68336408:56.78
34	0.1786	Ingenol 3, 20-dibenzoate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A52650764	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5225086	None	SNGM	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_SNGM_6H:BRD-A52650764:10.0
35	0.1786	phorbol-12-myristate-13-acetate (PMA)	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A15079084	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4792	None	SW620	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_SW620_6H:BRD-A15079084:10.0
36	0.1786	piperlongumine (HPLC)	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K24132293	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=637858	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_VCAP_24H:BRD-K24132293:10.0
37	0.1786	Carbazol-9-yl-p-tolyl-methanone	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K71265179	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=576989	None	HT29	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC007_HT29_24H:BRD-K71265179:10.0
38	0.1786	BRD-K84203638	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K84203638	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3237904	None	HT29	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC007_HT29_6H:BRD-K84203638:10.0
39	0.1786	BRD-K82732294	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K82732294	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44142138	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC009_MCF7_24H:BRD-K82732294:10.0
40	0.1786	BRD-K83670234	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K83670234	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46907618	None	MCF7	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC009_MCF7_6H:BRD-K83670234:10.0
41	0.1786	BRD-K55127335	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K55127335	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44142098	None	PC3	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC009_PC3_24H:BRD-K55127335:10.0
42	0.1786	BRD-K36772364	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K36772364	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=975656	None	MCF7	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC010_MCF7_6H:BRD-K36772364:10.0
43	0.1786	BRD-K37724988	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K37724988	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4518240	None	PC3	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC010_PC3_24H:BRD-K37724988:10.0
44	0.1786	BRD-K74797618	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K74797618	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72947407	None	HCC515	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC012_HCC515_6H:BRD-K74797618:10.0
45	0.1786	P0030	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K36529613	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9549213	None	NPC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC014_NPC_24H:BRD-K36529613:10.0
46	0.1786	GR-103	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K89085489	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5288209	None	NPC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC014_NPC_24H:BRD-K89085489:10.0
47	0.1786	BRD-A27887842	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A27887842	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5702106	None	A549	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC015_A549_24H:BRD-A27887842:10.0
48	0.1786	BRD-K39987650	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K39987650	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2391	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC015_MCF7_24H:BRD-K39987650:10.0
49	0.1786	BRD-A34806832	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A34806832	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9828429	None	NPC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC015_NPC_24H:BRD-A34806832:10.0
50	0.1786	BRD-K89930444	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K89930444	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5467485	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC016_MCF7_24H:BRD-K89930444:10.0
