Rank	score	Perturbation	Perturbation LIFE URL	Perturbation PubChem URL	Perturbation DrugBank URL	Cell-line	Dose	Time	Signature URL
11	0.1538	Strophantine octahydrate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K35708212	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=439501	http://www.drugbank.ca/drugs/DB01092	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_24H:BRD-K35708212:10.0
12	0.1538	OXIBENDAZOLE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K52075715	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4622	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-K52075715:10.0
13	0.1538	DULOXETINE HYDROCHLORIDE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K71103788	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=60834	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_6H:BRD-K71103788:10.0
14	0.1538	CT-200783	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K02822062	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=73707405	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_24H:BRD-K02822062:10.0
15	0.1538	Chemistry 2804	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K74402642	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6477762	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_24H:BRD-K74402642:10.0
16	0.1538	PROSTAGLANDIN A1	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04010869	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5281912	None	NCIH1694	1.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_NCIH1694_6H:BRD-K04010869:1.0
17	0.1538	IMD 0354	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K74305673	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5081913	None	NCIH1694	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_NCIH1694_6H:BRD-K74305673:10.0
18	0.1538	BRD-K35716340	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K35716340	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=1641662	None	PL21	12.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_PL21_6H:BRD-K35716340:12.0
19	0.1538	MLN2238	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K78659596	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25183872	None	SKLU1	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_SKLU1_6H:BRD-K78659596:10.0
20	0.1538	MLS-0437446.0001	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K32636001	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9581015	None	A375	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC008_A375_6H:BRD-K32636001:10.0
21	0.1538	NCGC00182609-01	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K95858622	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2950270	None	A549	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC008_A549_6H:BRD-K95858622:10.0
22	0.1538	BRD-K55722623	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K55722623	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44460166	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC009_MCF7_24H:BRD-K55722623:10.0
23	0.1538	BRD-K80786583	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K80786583	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44616501	None	A549	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC013_A549_24H:BRD-K80786583:10.0
24	0.1538	EI-215	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K40255344	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5614	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC014_MCF7_24H:BRD-K40255344:10.0
25	0.1538	EI-293	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A18497530	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=1830	None	SKB	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC014_SKB_24H:BRD-A18497530:10.0
26	0.1538	BRD-K15834839	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K15834839	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=22752	None	SKB	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC015_SKB_24H:BRD-K15834839:10.0
27	0.1538	BRD-K10207760	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K10207760	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6426773	None	NPC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC018_NPC_24H:BRD-K10207760:10.0
28	0.1538	BRD-K31491153	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K31491153	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4780	None	NPC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC018_NPC_24H:BRD-K31491153:10.0
29	0.1538	SB-203580	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A37704979	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=176155	None	HEPG2	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP009_HEPG2_24H:BRD-A37704979:10
30	0.1538	CGP-60474	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K79090631	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=644215	None	PC3	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP005_PC3_24H:BRD-K79090631:1.11
31	0.1538	PF-431396	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K93788137	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11598628	None	SKBR3	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP005_SKBR3_24H:BRD-K93788137:10
32	0.1538	QL-XII-47	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K99252563	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71748056	None	LNCAP	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_LNCAP_24H:BRD-K99252563:10
33	0.1538	dinaciclib	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K13662825	None	None	A375	0.37um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP007_A375_24H:BRD-K13662825:0.37
34	0.1538	DCC-2036	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K76694128	None	None	A375	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP007_A375_24H:BRD-K76694128:10
35	0.1538	dinaciclib	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K13662825	None	None	A375	0.04um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP007_A375_24H:BRD-K13662825:0.04
36	0.1282	Vincristine sulfate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A76528577	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5022426	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HA1E_24H:BRD-A76528577:10.0
37	0.1282	NSC 3852	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K13169950	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=19103	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_24H:BRD-K13169950:10.0
38	0.1282	SULPIRIDE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A10715913	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4018928	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_VCAP_24H:BRD-A10715913:10.0
39	0.1282	ENROFLOXACIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K76534306	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71188	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_VCAP_24H:BRD-K76534306:10.0
40	0.1282	Rottlerin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K39256324	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5281847	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-K39256324:10.0
41	0.1282	DAUNORUBICIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K43389675	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=30323	http://www.drugbank.ca/drugs/DB00694	HCC515	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HCC515_24H:BRD-K43389675:10.0
42	0.1282	OUABAIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A68930007	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=12420	None	PC3	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_PC3_24H:BRD-A68930007:10.0
43	0.1282	mitoxantrone	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K21680192	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5458171	None	A375	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC005_A375_24H:BRD-K21680192:10.0
44	0.1282	Digitoxigenin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K18518344	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4369270	None	PC3	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC005_PC3_6H:BRD-K18518344:10.0
45	0.1282	Ingenol 3, 20-dibenzoate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A52650764	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5225086	None	CL34	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_CL34_6H:BRD-A52650764:10.0
46	0.1282	BRD-K53414658	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K53414658	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9911830	None	H1299	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_H1299_6H:BRD-K53414658:10.0
47	0.1282	BRD-K68548958	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K68548958	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=1285940	None	HA1E	20.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HA1E_24H:BRD-K68548958:20.0
48	0.1282	FK506	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K08845546	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=24140138	None	HT115	22.2um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HT115_6H:BRD-K08845546:22.2
49	0.1282	TL_HRAS26	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K01877528	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=49766530	None	LOVO	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_LOVO_6H:BRD-K01877528:10.0
50	0.1282	piperlongumine (HPLC)	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K24132293	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=637858	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_24H:BRD-K24132293:10.0
