Rank	score	Perturbation	Perturbation LIFE URL	Perturbation PubChem URL	Perturbation DrugBank URL	Cell-line	Dose	Time	Signature URL
34	0.2000	PD-0325901	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K49865102	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9826528	None	HT29	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP008_HT29_24H:BRD-K49865102:1.11
35	0.2000	NVP-AUY922	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K65182930	None	None	HT29	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP005_HT29_24H:BRD-K65182930:10
36	0.2000	NVP-BEZ235	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K12184916	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11977753	None	SKBR3	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP005_SKBR3_24H:BRD-K12184916:10
37	0.2000	BX-912	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K49669041	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11754511	None	SKBR3	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP005_SKBR3_24H:BRD-K49669041:10
38	0.2000	radicicol	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A39996500	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311380	None	HA1E	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_HA1E_24H:BRD-A39996500:1.11
39	0.1600	Vinblastine sulfate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A22783572	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5667	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_24H:BRD-A22783572:10.0
40	0.1600	vorinostat	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K81418486	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311	http://www.drugbank.ca/drugs/DB02546	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_24H:BRD-K81418486:10.0
41	0.1600	Caffeic acid phenethyl ester	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K84709232	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5281787	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_24H:BRD-K84709232:10.0
42	0.1600	GW 583340 dihydrochloride	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K79930101	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5329480	None	HCC515	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HCC515_6H:BRD-K79930101:10.0
43	0.1600	Vincristine sulfate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A76528577	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5022426	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HA1E_24H:BRD-A76528577:10.0
44	0.1600	THM-I-94	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K12867552	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11749858	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HA1E_24H:BRD-K12867552:10.0
45	0.1600	Parthenolide	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K98548675	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6473881	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_VCAP_24H:BRD-K98548675:10.0
46	0.1600	MDL-28170	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K43245338	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72430	None	VCAP	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_VCAP_6H:BRD-K43245338:10.0
47	0.1600	Scriptaid	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K22503835	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5186	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_24H:BRD-K22503835:10.0
48	0.1600	vorinostat	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K81418486	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311	http://www.drugbank.ca/drugs/DB02546	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_24H:BRD-K81418486:10.0
49	0.1600	BRAZILIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A83326220	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=222515	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-A83326220:10.0
50	0.1600	AG 957	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K36737713	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2064	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-K36737713:10.0
