Rank	score	Perturbation	Perturbation LIFE URL	Perturbation PubChem URL	Perturbation DrugBank URL	Cell-line	Dose	Time	Signature URL
13	0.1190	I-BET151	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K36363294	None	None	HEPG2	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP008_HEPG2_24H:BRD-K36363294:10
14	0.1190	(+)-JQ1	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K54606188	None	None	A375	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP008_A375_24H:BRD-K54606188:1.11
15	0.0952	BRD-K10136726	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K10136726	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16760682	None	HCC515	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HCC515_6H:BRD-K10136726:10.0
16	0.0952	trichostatin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19037878	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6376322	None	PC3	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_PC3_24H:BRD-A19037878:10.0
17	0.0952	CPT 11	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K08547377	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=23581792	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HA1E_24H:BRD-K08547377:10.0
18	0.0952	AG 18	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K49657628	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2052	None	HCC515	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HCC515_24H:BRD-K49657628:10.0
19	0.0952	SC-68376	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K85871428	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5174	None	HCC515	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HCC515_24H:BRD-K85871428:10.0
20	0.0952	trichostatin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19037878	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6376322	None	PC3	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_PC3_24H:BRD-A19037878:10.0
21	0.0952	vorinostat	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K81418486	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311	http://www.drugbank.ca/drugs/DB02546	PC3	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_PC3_6H:BRD-K81418486:10.0
22	0.0952	Nizatidine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K46652470	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5353831	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_VCAP_24H:BRD-K46652470:10.0
23	0.0952	trichostatin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19037878	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6376322	None	PC3	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC005_PC3_24H:BRD-A19037878:10.0
24	0.0952	Ro 28-1675 ?	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K21672174	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9886086	None	A375	160.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_A375_24H:BRD-K21672174:160.0
25	0.0952	BRD-K52075040	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K52075040	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5282054	http://www.drugbank.ca/drugs/DB01034	A375	44.4um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_A375_24H:BRD-K52075040:44.4
26	0.0952	manumycin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A77216878	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=73707404	None	AGS	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_AGS_6H:BRD-A77216878:10.0
27	0.0952	BX-795	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K47983010	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10077147	None	CL34	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_CL34_6H:BRD-K47983010:10.0
28	0.0952	Chemistry 2804	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K74402642	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6477762	None	H1299	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_H1299_6H:BRD-K74402642:10.0
29	0.0952	89671	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A31107743	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5353446	None	HA1E	0.09um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HA1E_24H:BRD-A31107743:0.09
30	0.0952	B675700.cdx	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K88510285	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=387447	None	HCC515	0.04um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HCC515_6H:BRD-K88510285:0.04
31	0.0952	E933505	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K32405725	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9840324	None	HEPG2	88.8um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HEPG2_6H:BRD-K32405725:88.8
32	0.0952	BRD-K94325918	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K94325918	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=20345	None	HT115	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HT115_6H:BRD-K94325918:10.0
33	0.0952	BRD-K54256913	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K54256913	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=24856436	None	LOVO	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_LOVO_6H:BRD-K54256913:10.0
34	0.0952	BMS-754807	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K13049116	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=24785538	None	MCF7	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_MCF7_6H:BRD-K13049116:10.0
35	0.0952	vorinostat	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K81418486	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311	http://www.drugbank.ca/drugs/DB02546	PC3	11.1um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_PC3_24H:BRD-K81418486:11.1
36	0.0952	PEITC	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K56700933	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16741	None	PC3	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_PC3_6H:BRD-K56700933:10.0
37	0.0952	Tyrphostin AG 1478	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K68336408	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2051	None	PL21	56.78um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_PL21_6H:BRD-K68336408:56.78
38	0.0952	Emetine Dihydrochloride Hydrate (74)	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K01976263	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11957493	None	SKM1	0.63um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_SKM1_6H:BRD-K01976263:0.63
39	0.0952	chaetocin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A85860691	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=161591	None	SNGM	0.08um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_SNGM_6H:BRD-A85860691:0.08
40	0.0952	AG14361	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K00615600	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9840076	None	THP1	25.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_THP1_6H:BRD-K00615600:25.0
41	0.0952	4-Demethoxydaunorubicin hydrochloride (65)	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A71390734	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=42594	None	VCAP	0.08um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_VCAP_24H:BRD-A71390734:0.08
42	0.0952	Parthenolide	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K81651477	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5420804	None	VCAP	20.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_VCAP_6H:BRD-K81651477:20.0
43	0.0952	BRD-K05153001	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K05153001	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=665013	None	A375	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC007_A375_24H:BRD-K05153001:10.0
44	0.0952	BRD-K24426149	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K24426149	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2120347	None	A375	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC007_A375_24H:BRD-K24426149:10.0
45	0.0952	trichostatin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19037878	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6376322	None	HT29	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC008_HT29_6H:BRD-A19037878:10.0
46	0.0952	vorinostat	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K81418486	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311	http://www.drugbank.ca/drugs/DB02546	HT29	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC008_HT29_6H:BRD-K81418486:10.0
47	0.0952	BRD-K57353465	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K57353465	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46829332	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC008_MCF7_24H:BRD-K57353465:10.0
48	0.0952	BRD-K36038115	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K36038115	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46172919	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC009_HA1E_6H:BRD-K36038115:10.0
49	0.0952	BRD-K42489623	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K42489623	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=26471808	None	MCF7	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC009_MCF7_24H:BRD-K42489623:10.0
50	0.0952	geldanamycin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19500257	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=13017911	None	MCF7	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC009_MCF7_6H:BRD-A19500257:10.0
