Rank	score	Perturbation	Perturbation LIFE URL	Perturbation PubChem URL	Perturbation DrugBank URL	Cell-line	Dose	Time	Signature URL
29	0.1379	SARMENTOGENIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A89434049	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6708600	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_6H:BRD-A89434049:10.0
30	0.1379	SB 225002	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K61323504	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3854666	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_6H:BRD-K61323504:10.0
31	0.1379	JAK3 Inhibitor VI	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04546108	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9947841	None	PC3	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_PC3_6H:BRD-K04546108:10.0
32	0.1379	trichostatin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19037878	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6376322	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HA1E_24H:BRD-A19037878:10.0
33	0.1379	Vincristine sulfate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A76528577	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5022426	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HA1E_24H:BRD-A76528577:10.0
34	0.1379	MEBENDAZOLE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K77987382	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4030	http://www.drugbank.ca/drugs/DB00643	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HA1E_24H:BRD-K77987382:10.0
35	0.1379	VINBLASTINE SULFATE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A55594068	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6710780	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_24H:BRD-A55594068:10.0
36	0.1379	NSC 3852	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K13169950	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=19103	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_24H:BRD-K13169950:10.0
37	0.1379	bufalin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K63606607	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9547215	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_6H:BRD-K63606607:10.0
38	0.1379	Doxorubicin hydrochloride	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K92093830	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=443939	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_6H:BRD-K92093830:10.0
39	0.1379	OUABAIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A68930007	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=12420	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-A68930007:10.0
40	0.1379	DIGITOXIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A93236127	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5702041	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-A93236127:10.0
41	0.1379	vorinostat	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K81418486	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311	http://www.drugbank.ca/drugs/DB02546	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-K81418486:10.0
42	0.1379	MITOTANE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A31204924	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4211	http://www.drugbank.ca/drugs/DB00648	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_6H:BRD-A31204924:10.0
43	0.1379	TENIPOSIDE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A35588707	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6708778	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_6H:BRD-A35588707:10.0
44	0.1379	Cycloheximide	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A62184259	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2900	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_6H:BRD-A62184259:10.0
45	0.1379	EPIRUBICIN HYDROCHLORIDE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04548931	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=65348	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_6H:BRD-K04548931:10.0
46	0.1379	CYCLOHEXIMIDE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K36055864	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6197	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_6H:BRD-K36055864:10.0
47	0.1379	Pifithrin- ?	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K96799727	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=327653	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_6H:BRD-K96799727:10.0
48	0.1379	Dorsomorphin dihydrochloride	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K54233340	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11524144	None	PC3	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_PC3_6H:BRD-K54233340:10.0
49	0.1379	TRIAMCINOLONE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A37780065	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5702125	None	A375	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC005_A375_24H:BRD-A37780065:10.0
50	0.1379	vorinostat	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K81418486	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311	http://www.drugbank.ca/drugs/DB02546	A375	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC005_A375_6H:BRD-K81418486:10.0
