Rank	score	Perturbation	Perturbation LIFE URL	Perturbation PubChem URL	Perturbation DrugBank URL	Cell-line	Dose	Time	Signature URL
21	0.1538	BRD-K54687541	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K54687541	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45382271	None	HEPG2	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC008_HEPG2_6H:BRD-K54687541:10.0
22	0.1538	MLS-0437446.0001	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K32636001	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9581015	None	MCF7	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC008_MCF7_6H:BRD-K32636001:10.0
23	0.1538	taxifolin-(+/-)	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K95808480	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=712318	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC011_VCAP_24H:BRD-K95808480:10.0
24	0.1538	S1030	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K02130563	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6918837	None	ASC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC012_ASC_24H:BRD-K02130563:10.0
25	0.1538	trichostatin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K68202742	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=444732	None	ASC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC012_ASC_24H:BRD-K68202742:10.0
26	0.1538	KM 00927	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K85493820	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2819152	None	ASC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC014_ASC_24H:BRD-K85493820:10.0
27	0.1538	S1003	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K99749624	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11485656	None	HT29	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC014_HT29_6H:BRD-K99749624:10.0
28	0.1538	BRD-A94756469	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A94756469	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5702042	None	A549	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC017_A549_6H:BRD-A94756469:10.0
29	0.1538	vorinostat	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K81418486	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311	http://www.drugbank.ca/drugs/DB02546	ASC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC017_ASC_24H:BRD-K81418486:10.0
30	0.1538	trichostatin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19037878	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6376322	None	SKB	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC018_SKB_24H:BRD-A19037878:10.0
31	0.1538	SB-203580	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A37704979	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=176155	None	HEPG2	10um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP009_HEPG2_24H:BRD-A37704979:10
32	0.1538	withaferin-a	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K88378636	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=265237	None	HS578T	3.33um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP005_HS578T_24H:BRD-K88378636:3.33
33	0.1538	WZ-3105	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K92571446	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=42628507	None	HS578T	0.04um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP005_HS578T_24H:BRD-K92571446:0.04
34	0.1538	PF-477736	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K03063480	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16750408	None	SKBR3	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP005_SKBR3_24H:BRD-K03063480:1.11
35	0.1538	alvocidib	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K87909389	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5287969	None	HS578T	10um	3h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_HS578T_3H:BRD-K87909389:10
36	0.1538	AT-7519	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K13390322	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11338033	None	HS578T	0.37um	3h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_HS578T_3H:BRD-K13390322:0.37
37	0.1538	AT-7519	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K13390322	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11338033	None	MCF10A	10um	3h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_MCF10A_3H:BRD-K13390322:10
38	0.1538	CGP-60474	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K79090631	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=644215	None	MCF10A	3.33um	3h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_MCF10A_3H:BRD-K79090631:3.33
39	0.1538	(+)-JQ1	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K54606188	None	None	A375	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP008_A375_24H:BRD-K54606188:1.11
40	0.1282	trichostatin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19037878	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6376322	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_24H:BRD-A19037878:10.0
41	0.1282	Homoharringtonine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K76674262	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=285033	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_24H:BRD-K76674262:10.0
42	0.1282	trichostatin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19037878	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6376322	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_6H:BRD-A19037878:10.0
43	0.1282	vorinostat	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K81418486	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311	http://www.drugbank.ca/drugs/DB02546	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_6H:BRD-K81418486:10.0
44	0.1282	Strophanthidin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K84595254	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6185	None	HCC515	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HCC515_24H:BRD-K84595254:10.0
45	0.1282	JAK3 Inhibitor VI	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04546108	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9947841	None	PC3	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_PC3_6H:BRD-K04546108:10.0
46	0.1282	cinobufagin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A80502530	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=23947601	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HA1E_6H:BRD-A80502530:10.0
47	0.1282	U-46619	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K18757346	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5311493	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC002_HA1E_6H:BRD-K18757346:10.0
48	0.1282	VINBLASTINE SULFATE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A55594068	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6710780	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_24H:BRD-A55594068:10.0
49	0.1282	NSC 3852	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K13169950	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=19103	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_24H:BRD-K13169950:10.0
50	0.1282	Strophantine octahydrate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K35708212	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=439501	http://www.drugbank.ca/drugs/DB01092	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC003_HA1E_24H:BRD-K35708212:10.0
